#{"t_start": 1764313774.8809488, "env_id": "FlappyBird-v0"}
r,l,t
3.9,50,66.343442
3.9,50,66.362735
8.4,86,66.396511
3.9,50,66.415621
8.4,86,66.450163
9.0,92,66.486112
8.4,86,66.519066
8.4,86,66.555555
8.7,89,66.590105
4.2,53,66.609946
6.3,65,66.636029
-0.9,50,66.655944
3.9,50,66.675514
11.3,106,66.715542
3.9,50,66.735105
3.9,50,66.753639
9.5,97,66.790618
8.4,86,66.824273
3.9,50,66.843095
3.9,50,66.863155
4.4,55,66.884421
6.0,62,66.907586
4.4,55,66.929107
3.9,50,66.947669
-6.3,50,66.966968
8.4,86,66.999588
4.7,58,67.022842
3.9,50,67.041649
13.9,132,67.092406
8.9,91,67.127415
4.6,57,67.148969
8.4,86,67.181845
4.9,60,67.204933
3.9,50,67.223655
3.9,50,67.242879
3.9,50,67.261259
9.2,94,67.297688
3.9,50,67.316206
3.9,50,67.335865
3.9,50,67.35556
3.9,50,67.374821
6.4,66,67.399501
11.3,106,67.440974
3.9,50,67.467416
4.4,55,67.507313
8.4,86,67.568521
3.9,50,67.603245
9.0,92,67.660784
9.1,93,67.702018
3.9,50,67.740335
5.0,61,67.782374
3.9,50,67.821889
6.0,62,67.854183
3.9,50,67.876261
4.7,58,67.918077
3.9,50,67.949255
4.5,56,67.981229
8.4,86,68.018414
3.9,50,68.039546
4.4,55,68.061579
3.9,50,68.08109
8.4,86,68.113016
4.2,53,68.133682
8.4,86,68.170232
8.4,86,68.205082
8.4,86,68.236993
3.9,50,68.256036
6.4,66,68.280458
8.4,86,68.317092
4.3,54,68.337976
12.9,122,68.389534
3.9,50,68.409277
8.4,86,68.442481
8.4,86,68.474253
6.4,66,68.499481
4.5,56,68.521906
4.7,58,68.543757
29.1,248,68.637873
3.9,50,68.65706
3.9,50,68.675287
-4.5,50,68.694468
6.4,66,68.718635
3.9,50,68.737672
3.9,50,68.755948
26.9,235,68.849621
17.9,163,68.940321
18.6,170,69.047372
12.9,122,69.130196
8.4,86,69.176031
8.4,86,69.224041
17.9,163,69.289253
24.8,214,69.389297
3.9,50,69.527163
17.9,163,69.611108
6.7,69,69.644664
6.1,63,69.675559
13.3,126,69.731648
8.4,86,69.767293
6.0,62,69.791815
4.5,56,69.812836
4.2,53,69.833004
8.4,86,69.865018
5.0,61,69.888933
8.4,86,69.921888
9.2,94,69.959943
4.2,53,69.980543
4.8,59,70.003298
13.0,123,70.049675
5.0,61,70.074857
3.9,50,70.09391
3.9,50,70.118615
8.5,87,70.152773
4.2,53,70.176678
8.4,86,70.211188
11.2,105,70.25221
3.9,50,70.276315
3.9,50,70.299994
8.4,86,70.342609
6.1,63,70.371052
4.7,58,70.397566
6.1,63,70.428428
4.4,55,70.454697
6.4,66,70.485606
5.0,61,70.514506
3.9,50,70.538787
6.6,68,70.570814
6.3,65,70.601556
9.2,94,70.646569
3.9,50,70.669542
8.4,86,70.710578
3.9,50,70.733789
8.4,86,70.775117
4.1,52,70.799112
6.8,70,70.832283
4.8,59,70.860178
3.9,50,70.882732
4.2,53,70.908293
3.9,50,70.93109
6.0,62,70.960283
4.4,55,70.985338
6.7,69,71.018449
8.4,86,71.059806
8.4,86,71.100129
12.9,122,71.155118
3.9,50,71.178397
13.1,124,71.237716
8.4,86,71.277215
10.7,100,71.324231
3.9,50,71.348161
8.4,86,71.38752
9.5,97,71.431866
3.9,50,71.455235
8.4,86,71.493994
15.8,142,71.560402
9.0,92,71.602987
8.4,86,71.6433
8.7,89,71.686857
3.9,50,71.709784
12.9,122,71.76743
8.6,88,71.808565
4.7,58,71.835124
2.0,31,71.849865
3.9,50,71.872181
4.2,53,71.897817
6.4,66,71.927758
13.3,126,71.986511
8.4,86,72.025737
3.9,50,72.048979
8.4,86,72.088443
14.0,133,72.149937
3.9,50,72.173666
18.1,165,72.250154
8.4,86,72.290656
3.9,50,72.314696
8.4,86,72.355947
12.9,122,72.410754
8.6,88,72.451739
2.2,33,72.466927
4.8,59,72.493897
4.8,59,72.520358
12.9,122,72.57519
3.9,50,72.599069
4.5,56,72.624276
13.6,129,72.683019
6.2,64,72.712229
2.0,31,72.726951
4.7,58,72.752704
12.9,122,72.809732
6.4,66,72.841371
8.4,86,72.881857
4.3,54,72.906505
8.4,86,72.948155
3.9,50,72.971089
3.9,50,72.995218
3.9,50,73.018293
4.4,55,73.044495
3.9,50,73.071709
3.9,50,73.094824
4.2,53,73.116249
3.9,50,73.136174
8.4,86,73.169049
4.8,59,73.192159
3.9,50,73.212329
5.0,61,73.236068
3.9,50,73.255223
8.4,86,73.288739
4.5,56,73.311849
3.9,50,73.334949
6.7,69,73.367603
3.9,50,73.390807
6.4,66,73.422948
3.9,50,73.44509
3.9,50,73.468128
3.9,50,73.490338
8.4,86,73.530906
9.0,92,73.57371
3.9,50,73.596436
3.9,50,73.620002
8.4,86,73.659097
3.9,50,73.682766
3.9,50,73.705033
3.9,50,73.72882
3.9,50,73.75159
3.9,50,73.775067
3.9,50,73.797519
8.4,86,73.83708
3.9,50,73.85962
22.4,199,73.950982
3.9,50,73.975286
3.9,50,73.999086
3.9,50,74.021451
3.9,50,74.045619
3.9,50,74.06907
4.0,51,74.093429
3.9,50,74.117322
13.5,128,74.17755
3.9,50,74.200861
3.9,50,74.225041
8.4,86,74.266158
4.5,56,74.292095
4.6,57,74.318766
3.9,50,74.342617
3.9,50,74.365808
3.9,50,74.390154
11.1,104,74.439311
3.9,50,74.461361
3.9,50,74.484154
3.9,50,74.506613
3.9,50,74.530037
3.9,50,74.55371
3.9,50,74.576871
6.7,69,74.607897
8.7,89,74.648675
3.9,50,74.672468
4.1,52,74.696348
3.9,50,74.718411
3.9,50,74.742007
3.9,50,74.764838
12.9,122,74.822362
8.7,89,74.863432
8.4,86,74.90468
3.9,50,74.927087
9.1,93,74.970083
3.9,50,74.994043
6.6,68,75.025717
12.9,122,75.08161
3.9,50,75.105674
6.8,70,75.137555
4.5,56,75.163663
3.9,50,75.187435
3.9,50,75.210263
3.9,50,75.234046
3.9,50,75.255971
3.9,50,75.279131
13.6,129,75.337413
6.6,68,75.37028
3.9,50,75.394009
10.8,101,75.439195
3.9,50,75.461126
3.9,50,75.484589
3.9,50,75.507291
3.9,50,75.531275
3.9,50,75.553782
3.9,50,75.577222
8.8,90,75.618573
3.9,50,75.642278
4.6,57,75.668413
8.4,86,75.709081
8.4,86,75.747203
3.9,50,75.770292
3.9,50,75.791926
3.9,50,75.815929
3.9,50,75.838523
6.4,66,75.868952
11.1,104,75.917372
3.9,50,75.93977
6.7,69,75.971209
6.2,64,76.000485
3.9,50,76.024094
12.9,122,76.079675
3.9,50,76.103416
8.8,90,76.144483
3.9,50,76.168177
8.4,86,76.207713
3.9,50,76.231541
3.9,50,76.253968
6.4,66,76.284988
3.9,50,76.307394
3.9,50,76.331064
3.9,50,76.353907
3.9,50,76.377833
3.9,50,76.400293
3.9,50,76.423952
8.4,86,76.465021
3.9,50,76.488306
3.9,50,76.510999
3.9,50,76.534334
6.4,66,76.564342
3.9,50,76.587868
3.9,50,76.610635
3.9,50,76.63403
3.9,50,76.656356
4.6,57,76.683336
3.9,50,76.705932
3.9,50,76.729374
3.9,50,76.752234
4.1,52,76.776668
3.9,50,76.80073
3.9,50,76.823981
3.9,50,76.848272
3.9,50,76.871033
3.9,50,76.894852
3.9,50,76.917971
3.9,50,76.941578
3.9,50,76.96527
3.9,50,76.989174
4.7,58,77.016063
3.9,50,77.039548
3.9,50,77.062229
3.9,50,77.086134
3.9,50,77.109202
2.0,31,77.124147
3.9,50,77.146952
3.9,50,77.17169
3.9,50,77.194843
3.9,50,77.219653
3.9,50,77.24268
3.9,50,77.266618
3.9,50,77.289412
17.9,163,77.366738
3.9,50,77.390883
3.9,50,77.413986
4.2,53,77.439126
8.4,86,77.480275
8.4,86,77.520604
3.9,50,77.544776
8.4,86,77.584325
11.0,103,77.633124
6.0,62,77.662475
3.9,50,77.687889
8.4,86,77.72817
3.9,50,77.750338
13.2,125,77.804703
3.9,50,77.828213
3.9,50,77.850398
8.4,86,77.890414
3.9,50,77.912929
3.9,50,77.936422
3.9,50,77.959251
3.9,50,77.982481
3.9,50,78.004814
3.9,50,78.028607
8.4,86,78.069816
4.9,60,78.098022
8.6,88,78.140576
3.9,50,78.165352
36.9,317,78.316437
-4.5,50,78.340383
4.8,59,78.367514
3.9,50,78.391772
12.9,122,78.448128
8.4,86,78.488108
8.4,86,78.527789
8.4,86,78.569177
3.9,50,78.592195
3.9,50,78.61706
8.4,86,78.657364
8.4,86,78.697752
12.9,122,78.755096
12.9,122,78.812143
3.9,50,78.834565
3.9,50,78.858006
6.4,66,78.888109
4.3,54,78.913631
3.9,50,78.936188
3.9,50,78.960147
8.4,86,79.000072
8.4,86,79.04074
3.9,50,79.063757
3.9,50,79.0879
4.9,60,79.115431
3.9,50,79.138054
6.3,65,79.168901
8.6,88,79.209307
3.9,50,79.231836
3.9,50,79.255085
3.9,50,79.277849
4.6,57,79.303381
12.9,122,79.36091
8.4,86,79.400279
3.9,50,79.423842
3.9,50,79.446859
8.4,86,79.486912
8.5,87,79.527722
3.9,50,79.551052
2.0,31,79.566105
3.9,50,79.589982
5.0,61,79.619168
3.9,50,79.641609
3.9,50,79.665868
6.0,62,79.694304
6.3,65,79.724179
-5.7,50,79.74754
3.9,50,79.770305
9.0,92,79.812915
12.9,122,79.86909
13.0,123,79.925601
3.9,50,79.948006
3.9,50,79.970953
8.5,87,80.011317
8.4,86,80.051013
8.4,86,80.09276
3.9,50,80.117642
3.9,50,80.141401
3.9,50,80.166637
12.9,122,80.225009
6.1,63,80.256127
8.4,86,80.297859
3.9,50,80.321255
20.3,178,80.407884
6.0,62,80.436588
3.9,50,80.460932
3.9,50,80.48422
8.4,86,80.526716
3.9,50,80.549733
3.9,50,80.573617
22.4,199,80.667378
8.4,86,80.707473
3.9,50,80.729998
8.4,86,80.770258
3.9,50,80.792847
2.0,31,80.807664
4.4,55,80.832824
3.9,50,80.855433
3.9,50,80.879126
6.2,64,80.90848
8.4,86,80.947709
3.9,50,80.971887
3.9,50,80.994569
2.0,31,81.009532
9.3,95,81.054115
2.0,31,81.069887
22.4,199,81.162149
6.0,62,81.191695
8.4,86,81.23101
3.9,50,81.254234
3.9,50,81.275963
3.9,50,81.299198
2.0,31,81.313727
3.9,50,81.335919
3.9,50,81.359607
8.4,86,81.398374
8.4,86,81.438678
2.0,31,81.452189
8.9,91,81.492845
3.9,50,81.516164
17.9,163,81.589405
8.4,86,81.628701
2.0,31,81.643109
3.9,50,81.66534
2.0,31,81.679859
3.9,50,81.702161
8.4,86,81.742522
3.9,50,81.765429
3.9,50,81.789055
2.0,31,81.80385
2.0,31,81.817666
3.9,50,81.841214
12.9,122,81.898328
8.4,86,81.938861
3.9,50,81.961365
2.0,31,81.976659
4.3,54,82.002173
8.8,90,82.043805
3.9,50,82.067652
6.8,70,82.099464
3.9,50,82.122827
3.9,50,82.144811
2.6,37,82.162808
3.9,50,82.186265
8.6,88,82.227355
3.9,50,82.250017
8.4,86,82.290451
6.8,70,82.323118
3.9,50,82.348422
3.9,50,82.371485
8.4,86,82.412206
3.9,50,82.435488
6.7,69,82.470297
13.4,127,82.527474
8.4,86,82.567494
2.7,50,82.58982
3.9,50,82.61325
6.2,64,82.643041
9.4,96,82.688281
8.4,86,82.727063
3.9,50,82.751664
9.2,94,82.794758
12.9,122,82.853604
8.4,86,82.894454
17.9,163,82.971209
2.0,31,82.986039
3.9,50,83.009253
8.5,87,83.050583
4.4,55,83.076361
12.9,122,83.132221
8.4,86,83.172593
3.9,50,83.195254
12.9,122,83.252984
3.9,50,83.275294
3.9,50,83.299601
4.7,58,83.325721
3.9,50,83.349948
6.7,69,83.38154
8.7,89,83.422899
3.9,50,83.446836
3.9,50,83.469351
8.4,86,83.509548
6.4,66,83.540562
4.1,52,83.564937
11.3,106,83.612313
12.9,122,83.668518
6.0,62,83.697672
4.8,59,83.725291
-2.7,50,83.74828
11.3,106,83.797448
13.2,125,83.854926
8.4,86,83.894827
4.5,56,83.920641
6.3,65,83.951647
8.4,86,83.991219
4.1,52,84.015046
10.9,102,84.063151
4.7,58,84.090278
8.4,86,84.130455
3.9,50,84.153753
3.9,50,84.178138
4.6,57,84.204775
6.1,63,84.234884
3.9,50,84.259161
4.8,59,84.288052
8.4,86,84.326131
3.9,50,84.348833
3.9,50,84.370581
8.4,86,84.409667
-2.1,50,84.568824
10.9,102,84.624226
3.9,50,84.647565
8.9,91,84.69308
4.6,57,84.726748
1.5,50,84.753485
3.9,50,84.78001
4.2,53,84.808477
3.9,50,84.831192
4.7,58,84.861248
15.1,135,84.921721
-2.1,50,84.945263
3.9,50,84.967733
8.4,86,85.008937
2.0,31,85.023652
22.4,199,85.117651
11.1,104,85.166119
3.9,50,85.189626
8.4,86,85.2286
27.3,239,85.341805
3.9,50,85.365487
3.9,50,85.388467
28.0,246,85.504574
4.9,60,85.532473
3.9,50,85.554987
3.9,50,85.578373
-2.1,50,85.600879
8.8,90,85.643477
6.0,62,85.670767
3.9,50,85.691667
23.1,206,85.786642
12.9,122,85.84445
3.9,50,85.867772
8.4,86,85.907968
6.6,68,85.939302
6.3,65,85.96928
12.9,122,86.024314
6.5,67,86.055087
6.7,69,86.085873
6.4,66,86.116721
8.5,87,86.15689
8.4,86,86.195298
8.4,86,86.236055
10.8,101,86.282369
8.8,90,86.323299
6.5,67,86.354535
8.4,86,86.394611
3.9,50,86.416845
6.0,62,86.445636
3.9,50,86.46827
6.8,70,86.500551
13.0,123,86.558351
6.0,62,86.588385
8.4,86,86.627875
3.9,50,86.651814
3.9,50,86.675033
12.9,122,86.730233
4.7,58,86.754444
8.4,86,86.79444
5.0,61,86.82269
4.8,59,86.8499
8.5,87,86.889855
12.9,122,86.945591
12.9,122,87.001587
8.4,86,87.041151
3.9,50,87.064802
20.6,181,87.147915
4.8,59,87.176982
8.4,86,87.215562
6.0,62,87.24431
13.9,132,87.304102
3.9,50,87.326342
11.2,105,87.373698
6.0,62,87.402786
10.9,102,87.449532
17.9,163,87.52587
4.5,56,87.551784
8.4,86,87.591814
4.5,56,87.618707
8.4,86,87.657725
8.4,86,87.69715
4.1,52,87.720356
3.9,50,87.742185
3.9,50,87.765541
3.9,50,87.787841
6.0,62,87.816072
8.4,86,87.855633
8.4,86,87.896713
4.4,55,87.923701
4.4,55,87.949531
6.0,62,87.97868
3.9,50,88.001035
3.9,50,88.023833
4.4,55,88.047511
8.4,86,88.087925
3.9,50,88.110013
3.9,50,88.133084
12.9,122,88.187899
8.4,86,88.227545
3.9,50,88.250242
3.9,50,88.273177
3.9,50,88.295422
3.9,50,88.31857
-3.9,50,88.340258
3.9,50,88.363421
8.4,86,88.402124
4.4,55,88.427253
-3.9,50,88.450892
11.2,105,88.499777
4.7,58,88.525371
4.7,58,88.553127
3.9,50,88.57558
9.0,92,88.618337
8.4,86,88.658448
3.9,50,88.680783
12.9,122,88.73768
9.3,95,88.781299
9.3,95,88.824003
3.9,50,88.847815
4.7,58,88.875375
17.9,163,88.953789
12.9,122,89.009863
4.4,55,89.033576
5.0,61,89.061903
3.9,50,89.083523
3.9,50,89.10742
3.9,50,89.129851
3.9,50,89.152879
4.7,58,89.179261
3.9,50,89.202947
6.5,67,89.233067
12.9,122,89.289885
9.0,92,89.333872
12.9,122,89.39108
3.9,50,89.414661
17.9,163,89.493774
3.9,50,89.51677
3.9,50,89.540396
3.9,50,89.5632
3.9,50,89.586657
5.0,61,89.614814
6.3,65,89.645119
3.9,50,89.669048
3.9,50,89.69196
3.9,50,89.716074
3.9,50,89.739193
3.9,50,89.76384
0.3,50,89.786674
3.9,50,89.810805
3.9,50,89.833812
4.2,53,89.858065
3.9,50,89.881637
3.9,50,89.904689
8.4,86,89.946497
3.9,50,89.969456
3.9,50,89.993283
4.5,56,90.019404
9.3,95,90.063883
10.9,102,90.110811
8.4,86,90.151987
3.9,50,90.175287
9.0,92,90.218844
10.5,98,90.265944
3.9,50,90.284695
8.4,86,90.323123
26.9,235,90.435706
8.4,86,90.477467
6.6,68,90.509579
6.5,67,90.542133
8.4,86,90.582168
6.2,64,90.612384
3.9,50,90.636561
3.9,50,90.660416
8.4,86,90.702183
8.9,91,90.744673
6.7,69,90.778373
3.9,50,90.801627
4.6,57,90.82899
11.0,103,90.879165
8.4,86,90.920258
3.9,50,90.943585
5.0,61,90.972613
4.2,53,90.998467
4.9,60,91.026696
3.9,50,91.049076
3.9,50,91.072867
4.4,55,91.097149
18.3,167,91.176859
3.9,50,91.200675
4.1,52,91.224734
3.9,50,91.247294
3.9,50,91.271429
3.9,50,91.29555
8.4,86,91.335873
3.9,50,91.359024
9.1,93,91.401793
9.4,96,91.445849
8.4,86,91.485418
5.0,61,91.512829
4.0,51,91.536312
6.0,62,91.56458
3.9,50,91.587625
3.9,50,91.615808
3.9,50,91.639248
-3.3,50,91.661731
9.4,96,91.706754
10.6,99,91.75208
8.4,86,91.792866
6.0,62,91.82272
3.9,50,91.845481
3.9,50,91.86814
3.9,50,91.891655
8.4,86,91.930374
3.9,50,91.954102
3.9,50,91.975662
3.9,50,91.998837
-2.1,50,92.02046
3.9,50,92.046175
3.9,50,92.069446
6.5,67,92.09763
10.8,101,92.144147
3.9,50,92.16827
12.9,122,92.226146
3.9,50,92.250393
-2.1,50,92.272982
17.9,163,92.34891
3.9,50,92.371815
8.4,86,92.413162
17.9,163,92.48894
3.9,50,92.511901
3.9,50,92.535505
10.7,100,92.580436
8.4,86,92.618421
3.9,50,92.64158
3.9,50,92.663766
4.5,56,92.689155
3.9,50,92.711924
12.9,122,92.766989
8.4,86,92.806606
11.3,106,92.854282
9.5,97,92.898419
17.9,163,92.973882
4.9,60,93.00191
9.4,96,93.045874
6.7,69,93.077232
8.4,86,93.117153
3.9,50,93.139481
4.3,54,93.165061
4.8,59,93.193598
3.9,50,93.218091
4.3,54,93.244673
6.6,68,93.277149
6.8,70,93.309502
3.9,50,93.333641
3.9,50,93.356469
15.1,135,93.419638
3.9,50,93.442376
4.7,58,93.470119
3.9,50,93.492826
8.5,87,93.533527
4.7,58,93.561057
8.4,86,93.60114
8.4,86,93.641959
8.4,86,93.681917
6.3,65,93.711271
9.3,95,93.755199
8.4,86,93.795506
6.1,63,93.824016
3.9,50,93.847051
3.9,50,93.869406
4.6,57,93.896187
10.8,101,93.94166
3.9,50,93.963871
17.9,163,94.039931
3.9,50,94.06321
3.9,50,94.085824
3.9,50,94.109182
4.8,59,94.138652
4.6,57,94.165734
3.9,50,94.188484
4.5,56,94.213855
4.6,57,94.23964
12.9,122,94.296532
3.9,50,94.319557
3.9,50,94.343581
3.9,50,94.366863
4.4,55,94.392604
8.4,86,94.433224
4.3,54,94.460404
4.1,52,94.484262
3.9,50,94.508074
4.7,58,94.536853
6.6,68,94.569079
3.9,50,94.592706
3.9,50,94.615156
3.9,50,94.638279
8.4,86,94.676923
3.9,50,94.700011
3.9,50,94.722009
3.9,50,94.745368
8.4,86,94.783822
4.8,59,94.810794
8.4,86,94.848861
6.5,67,94.879688
3.9,50,94.90276
4.4,55,94.92647
3.9,50,94.946091
13.1,124,95.001831
12.9,122,95.058775
8.4,86,95.098742
3.9,50,95.121127
4.1,52,95.145328
3.9,50,95.169088
10.7,100,95.215517
8.4,86,95.254915
3.9,50,95.279039
3.9,50,95.302068
6.1,63,95.331554
3.9,50,95.355625
11.3,106,95.405148
4.5,56,95.432039
3.9,50,95.456162
3.9,50,95.479119
6.7,69,95.510843
3.9,50,95.535556
8.4,86,95.575535
3.9,50,95.5995
3.9,50,95.621654
8.4,86,95.661894
8.4,86,95.701329
6.3,65,95.732168
3.9,50,95.754788
4.8,59,95.782305
-2.1,50,95.804621
3.9,50,95.828459
8.4,86,95.867918
12.9,122,95.925328
3.9,50,95.947952
4.7,58,95.975367
3.9,50,95.99909
3.9,50,96.023061
8.4,86,96.062424
6.5,67,96.093566
3.9,50,96.117414
3.9,50,96.140301
6.6,68,96.171596
9.0,92,96.214363
4.1,52,96.238431
3.9,50,96.261797
3.9,50,96.284714
6.0,62,96.314122
6.6,68,96.346269
3.9,50,96.369066
13.5,128,96.429264
4.7,58,96.458792
3.9,50,96.481136
3.9,50,96.504108
3.9,50,96.526014
3.9,50,96.549314
3.9,50,96.571407
3.9,50,96.594607
4.1,52,96.617964
12.9,122,96.672541
3.9,50,96.695787
4.2,53,96.719127
10.8,101,96.764247
27.7,243,96.874118
3.9,50,96.896184
6.6,68,96.927341
6.0,62,96.956221
8.4,86,96.995779
11.1,104,97.043879
4.7,58,97.071084
6.0,62,97.098461
3.9,50,97.121505
9.1,93,97.164218
8.4,86,97.206111
18.1,165,97.284598
8.4,86,97.323054
3.9,50,97.34651
4.0,51,97.371241
8.4,86,97.410094
8.4,86,97.45081
8.4,86,97.490477
12.9,122,97.548324
3.9,50,97.571294
3.9,50,97.595131
8.6,88,97.636148
3.9,50,97.658168
3.9,50,97.681519
8.4,86,97.720358
22.4,199,97.812749
3.9,50,97.835901
8.4,86,97.875875
3.9,50,97.898486
8.4,86,97.939029
10.5,98,97.983649
3.9,50,98.00724
12.9,122,98.062276
4.6,57,98.088733
8.9,91,98.129598
3.9,50,98.153028
10.5,98,98.19773
3.9,50,98.22258
17.9,163,98.300443
8.4,86,98.341593
10.7,100,98.390767
4.8,59,98.417912
15.4,138,98.482123
15.2,136,98.545332
3.9,50,98.568926
17.9,163,98.645089
18.7,171,98.724268
20.5,180,98.810117
12.9,122,98.867846
10.8,101,98.915327
8.4,86,98.957888
8.7,89,99.001006
12.9,122,99.06026
15.2,136,99.129807
8.4,86,99.173467
8.4,86,99.21528
8.4,86,99.2581
4.5,56,99.285344
3.9,50,99.309249
3.9,50,99.334945
3.9,50,99.359063
8.4,86,99.404188
17.9,163,99.621207
3.9,50,99.64634
3.9,50,99.672115
3.9,50,99.696698
3.9,50,99.722282
3.9,50,99.748375
6.4,66,99.786127
3.9,50,99.810366
3.9,50,99.835799
12.9,122,99.897212
12.9,122,99.958186
4.0,51,99.982823
3.9,50,100.008835
26.9,235,100.128284
3.9,50,100.152673
12.9,122,100.214019
3.9,50,100.239061
3.9,50,100.264572
6.4,66,100.297971
3.9,50,100.324733
27.1,237,100.445295
8.4,86,100.484526
3.9,50,100.509093
3.9,50,100.533374
25.3,219,100.639981
3.9,50,100.664563
3.9,50,100.687969
3.9,50,100.712748
8.4,86,100.753458
12.9,122,100.813538
3.9,50,100.838441
3.9,50,100.865526
3.9,50,100.892338
6.0,62,100.924579
9.5,97,100.975748
3.9,50,101.001168
17.9,163,101.084402
8.5,87,101.129183
8.4,86,101.16999
3.9,50,101.193464
3.9,50,101.215398
3.9,50,101.236908
8.7,89,101.277358
3.9,50,101.300448
13.1,124,101.356799
6.3,65,101.39027
11.0,103,101.438886
8.4,86,101.478672
10.8,101,101.524873
6.1,63,101.554296
12.9,122,101.611189
17.9,163,101.686375
8.4,86,101.727042
9.3,95,101.771904
15.5,139,101.836417
20.6,181,101.923376
3.9,50,101.946167
4.0,51,101.97047
13.7,130,102.03021
8.4,86,102.070612
8.5,87,102.111293
8.4,86,102.15085
3.9,50,102.174904
8.4,86,102.214301
4.3,54,102.240215
8.4,86,102.280043
8.4,86,102.321735
6.7,69,102.353847
8.4,86,102.397777
4.3,54,102.424158
8.4,86,102.465654
12.9,122,102.524564
13.2,125,102.582665
12.9,122,102.640759
3.9,50,102.663588
13.8,131,102.72463
11.1,104,102.771895
3.9,50,102.794597
6.6,68,102.825292
12.9,122,102.88124
12.9,122,102.935655
3.9,50,102.958435
3.9,50,102.980353
12.9,122,103.036184
10.5,98,103.080159
2.6,37,103.097862
2.0,31,103.111121
2.0,31,103.125555
3.9,50,103.148326
-6.9,50,103.170276
3.9,50,103.193588
2.0,31,103.206981
3.9,50,103.230714
3.9,50,103.254296
13.9,132,103.316543
3.9,50,103.340134
6.0,62,103.369617
6.3,65,103.401533
3.9,50,103.425009
3.9,50,103.448917
3.9,50,103.472272
4.2,53,103.496719
4.0,51,103.521307
17.9,163,103.596887
3.9,50,103.619147
13.1,124,103.675512
3.9,50,103.698959
3.9,50,103.722094
3.9,50,103.74596
3.9,50,103.768842
6.1,63,103.798907
3.9,50,103.823161
3.9,50,103.845904
12.9,122,103.903299
13.4,127,103.962334
3.9,50,103.986131
13.3,126,104.045233
8.4,86,104.087179
3.9,50,104.110417
6.6,68,104.142825
3.9,50,104.167083
12.9,122,104.224889
3.9,50,104.249231
3.9,50,104.272937
9.3,95,104.318543
3.9,50,104.343018
23.2,207,104.437285
3.9,50,104.460628
8.4,86,104.498842
8.4,86,104.53911
10.7,100,104.584957
6.4,66,104.614551
8.4,86,104.654306
3.9,50,104.676498
3.9,50,104.699669
3.9,50,104.722564
8.4,86,104.763014
6.2,64,104.792751
8.4,86,104.832018
3.9,50,104.855634
9.0,92,104.899041
3.9,50,104.921548
6.5,67,104.952895
3.9,50,104.976737
8.4,86,105.016562
3.9,50,105.040407
22.4,199,105.133475
3.9,50,105.157497
3.9,50,105.180357
13.8,131,105.242292
4.4,55,105.268264
9.0,92,105.310051
3.9,50,105.332764
3.9,50,105.356173
6.7,69,105.387789
3.9,50,105.411444
8.8,90,105.452108
3.9,50,105.475802
9.2,94,105.518374
3.9,50,105.542116
6.3,65,105.572042
12.9,122,105.628157
3.9,50,105.651809
3.9,50,105.674195
3.9,50,105.69762
8.4,86,105.736708
2.0,31,105.751441
8.9,91,105.79385
4.0,51,105.817268
3.9,50,105.8387
2.2,33,105.851154
8.4,86,105.888767
2.0,31,105.9033
6.8,70,105.934494
8.4,86,105.97483
6.7,69,106.006719
3.9,50,106.032258
2.0,31,106.047139
2.0,31,106.061835
3.9,50,106.084336
4.4,55,106.109632
8.4,86,106.149717
2.0,31,106.163279
3.9,50,106.186949
3.9,50,106.209733
2.0,31,106.224469
3.9,50,106.248139
8.4,86,106.28687
3.9,50,106.310311
3.9,50,106.333681
2.0,31,106.348626
3.9,50,106.371322
3.9,50,106.395057
6.6,68,106.426989
3.2,43,106.447815
2.0,31,106.461779
2.0,31,106.476829
3.9,50,106.501324
3.9,50,106.523608
3.9,50,106.547204
4.0,51,106.569897
3.9,50,106.59347
3.9,50,106.616016
3.5,46,106.638177
3.9,50,106.660692
3.9,50,106.684051
3.9,50,106.706758
8.4,86,106.747045
3.9,50,106.769536
3.9,50,106.793241
4.5,56,106.818789
3.9,50,106.841552
3.9,50,106.865088
3.9,50,106.887472
3.9,50,106.910984
3.9,50,106.933429
3.9,50,106.956459
3.9,50,106.97958
3.9,50,107.003499
3.9,50,107.025752
3.9,50,107.049476
3.9,50,107.072477
3.9,50,107.096507
3.9,50,107.119222
3.9,50,107.143103
3.9,50,107.165665
3.9,50,107.189855
3.9,50,107.212737
3.9,50,107.237019
3.9,50,107.259667
3.9,50,107.283425
3.9,50,107.306313
2.0,31,107.321279
8.4,86,107.362009
3.9,50,107.384615
3.9,50,107.409336
3.9,50,107.432666
4.5,56,107.459296
3.9,50,107.483079
3.9,50,107.505475
3.9,50,107.529084
3.9,50,107.551123
3.9,50,107.574727
8.4,86,107.613417
3.9,50,107.637151
3.9,50,107.659713
3.9,50,107.683608
3.9,50,107.706094
5.0,61,107.734182
3.9,50,107.757716
3.9,50,107.780285
3.9,50,107.804273
3.9,50,107.827289
3.9,50,107.847344
6.7,69,107.879214
3.9,50,107.903418
3.9,50,107.925353
3.9,50,107.948836
3.9,50,107.971105
3.9,50,107.994586
4.4,55,108.018498
3.9,50,108.041981
3.9,50,108.064255
3.9,50,108.087809
3.9,50,108.109787
3.9,50,108.133225
3.9,50,108.155938
3.9,50,108.179585
3.9,50,108.202108
3.9,50,108.225589
4.4,55,108.250964
3.9,50,108.273502
8.4,86,108.313615
3.9,50,108.336656
