#{"t_start": 1764313774.8809488, "env_id": "FlappyBird-v0"}
r,l,t
3.9,50,150.301778
4.9,60,150.330428
8.4,86,150.372037
8.4,86,150.411933
17.9,163,150.486843
4.7,58,150.513486
6.8,70,150.546553
6.3,65,150.578088
6.3,65,150.609127
12.9,122,150.66784
4.8,59,150.694928
4.1,52,150.718554
3.9,50,150.740637
6.7,69,150.772225
11.3,106,150.822201
1.5,50,150.845318
9.5,97,150.892484
3.9,50,150.914969
4.0,51,150.938814
6.6,68,150.969962
11.0,103,151.018132
4.6,57,151.044096
4.4,55,151.069492
3.9,50,151.091939
6.7,69,151.123124
4.7,58,151.150308
4.6,57,151.176491
5.0,61,151.203966
6.0,62,151.233753
4.2,53,151.258049
4.1,52,151.282458
6.3,65,151.313491
3.9,50,151.33787
3.9,50,151.360537
6.7,69,151.39285
3.9,50,151.415648
8.8,90,151.458142
8.4,86,151.497784
3.9,50,151.521465
11.1,104,151.569403
3.9,50,151.592192
4.3,54,151.617855
3.9,50,151.640291
4.7,58,151.668054
4.1,52,151.691994
4.1,52,151.718493
8.4,86,151.757872
3.9,50,151.782148
4.4,55,151.806478
3.9,50,151.830507
3.9,50,151.853682
3.9,50,151.877331
4.5,56,151.902979
12.9,122,151.958829
4.5,56,151.985533
17.9,163,152.061284
3.9,50,152.084763
8.4,86,152.125567
3.9,50,152.149695
4.0,51,152.17347
4.4,55,152.199749
-2.1,50,152.223697
4.7,58,152.250459
-8.7,50,152.274224
4.5,56,152.30028
-6.9,50,152.323012
3.9,50,152.346957
3.9,50,152.370136
-4.5,50,152.394867
3.9,50,152.417914
3.9,50,152.441643
3.9,50,152.464381
4.7,58,152.491838
8.4,86,152.531035
2.7,50,152.554176
-5.7,50,152.576527
6.3,65,152.605512
3.9,50,152.630697
3.9,50,152.654064
4.5,56,152.68013
8.4,86,152.722027
12.9,122,152.777318
1.5,50,152.800818
6.4,66,152.830747
3.9,50,152.855183
3.9,50,152.878303
3.9,50,152.902501
4.3,54,152.927268
6.5,67,152.959599
6.8,70,152.993234
3.9,50,153.016368
8.4,86,153.058115
17.9,163,153.135254
4.1,52,153.159367
3.9,50,153.183215
12.9,122,153.240148
6.7,69,153.273745
8.4,86,153.31359
3.9,50,153.337152
3.9,50,153.359976
4.3,54,153.385699
3.9,50,153.408045
6.8,70,153.4406
-5.7,50,153.4622
3.9,50,153.484578
5.0,61,153.511978
3.9,50,153.533983
4.3,54,153.559197
4.5,56,153.585878
4.3,54,153.610569
3.9,50,153.634786
4.1,52,153.659166
11.0,103,153.707492
3.9,50,153.730814
4.2,53,153.755244
3.9,50,153.779051
6.1,63,153.808791
3.9,50,153.831582
6.2,64,153.862966
3.9,50,153.887254
9.2,94,153.932556
3.9,50,153.956068
3.9,50,153.97842
8.4,86,154.018127
10.8,101,154.067555
3.9,50,154.090547
-5.7,50,154.114869
9.5,97,154.159212
6.8,70,154.191843
3.9,50,154.214368
3.9,50,154.238119
3.9,50,154.260779
3.9,50,154.282497
4.7,58,154.310195
4.8,59,154.484832
3.9,50,154.50833
3.9,50,154.532535
8.4,86,154.57222
6.2,64,154.601551
11.2,105,154.651488
3.9,50,154.674556
24.9,215,154.774656
3.9,50,154.797158
2.0,31,154.811272
3.9,50,154.834496
3.9,50,154.85648
13.6,129,154.917415
5.0,61,154.945663
4.6,57,154.970995
11.3,106,155.018111
2.0,31,155.032423
2.0,31,155.046883
4.5,56,155.072226
6.0,62,155.099194
2.0,31,155.114236
8.4,86,155.153866
3.9,50,155.176121
3.9,50,155.200086
8.4,86,155.238995
3.9,50,155.262632
4.9,60,155.291543
4.9,60,155.323264
15.2,136,155.387502
12.9,122,155.442266
6.2,64,155.472248
4.4,55,155.498241
6.3,65,155.527746
4.8,59,155.556162
3.9,50,155.579074
9.2,94,155.622903
3.9,50,155.64548
4.2,53,155.670813
3.9,50,155.693383
9.1,93,155.735999
6.8,70,155.768735
4.3,54,155.792477
4.4,55,155.817305
6.6,68,155.847488
6.8,70,155.877536
8.4,86,155.916278
8.4,86,155.956711
6.1,63,155.984511
2.0,31,155.999045
8.4,86,156.038999
20.6,181,156.12205
6.2,64,156.153615
3.9,50,156.177203
22.9,204,156.278481
6.3,65,156.311435
8.4,86,156.353498
13.6,129,156.416152
4.9,60,156.445927
10.5,98,156.49184
6.0,62,156.522361
4.1,52,156.546454
6.3,65,156.57707
3.9,50,156.599281
3.9,50,156.622475
18.4,168,156.699459
8.4,86,156.738184
4.8,59,156.765975
4.5,56,156.791417
3.9,50,156.814967
9.3,95,156.860096
8.4,86,156.899887
9.3,95,156.942585
4.6,57,156.96979
6.8,70,157.00217
3.9,50,157.025546
8.4,86,157.06502
3.9,50,157.088799
8.4,86,157.1284
15.2,136,157.190146
-2.1,50,157.213226
4.1,52,157.236272
17.9,163,157.309498
4.8,59,157.336687
4.0,51,157.3603
6.6,68,157.391953
6.1,63,157.423722
6.2,64,157.454763
8.4,86,157.494257
4.3,54,157.519983
6.5,67,157.550109
12.9,122,157.607226
3.9,50,157.629968
9.1,93,157.673471
4.2,53,157.69732
8.4,86,157.737117
8.4,86,157.77752
3.9,50,157.800586
9.2,94,157.844371
18.4,168,157.922267
8.9,91,157.965461
12.9,122,158.021969
15.7,141,158.087039
8.4,86,158.127663
8.4,86,158.167406
18.6,170,158.247741
3.9,50,158.270149
3.9,50,158.293871
11.3,106,158.343261
6.0,62,158.37328
3.9,50,158.396592
4.6,57,158.578348
8.6,88,158.619614
4.5,56,158.646771
8.4,86,158.685497
4.6,57,158.711895
12.9,122,158.767395
4.2,53,158.791258
10.9,102,158.837312
4.2,53,158.860957
8.4,86,158.898741
-5.7,50,158.921414
3.9,50,158.943059
8.4,86,158.982384
6.2,64,159.012534
4.0,51,159.035954
17.9,163,159.108658
3.9,50,159.131789
3.9,50,159.153864
8.4,86,159.193208
8.4,86,159.231525
4.0,51,159.25499
4.1,52,159.279242
8.4,86,159.32144
3.9,50,159.343622
5.0,61,159.372435
17.9,163,159.449308
6.2,64,159.479067
8.4,86,159.519274
8.4,86,159.559729
2.0,31,159.574743
6.6,68,159.732805
3.9,50,159.755702
15.8,142,159.822572
4.7,58,159.849195
6.7,69,159.888085
3.9,50,159.912044
4.0,51,159.935125
8.4,86,159.976162
6.4,66,160.008078
12.9,122,160.0643
15.3,137,160.129803
9.4,96,160.173583
2.0,31,160.187282
12.9,122,160.244753
12.9,122,160.300167
8.5,87,160.340299
3.9,50,160.363868
6.2,64,160.392877
6.7,69,160.423947
3.9,50,160.446405
9.2,94,160.489899
8.4,86,160.529341
6.5,67,160.560434
3.9,50,160.584136
8.4,86,160.624831
13.8,131,160.686016
8.4,86,160.725756
3.9,50,160.749506
12.9,122,160.805778
4.8,59,160.833045
6.3,65,160.862428
2.0,31,160.877025
4.9,60,160.904536
6.1,63,160.933894
2.0,31,160.948406
8.4,86,160.988132
3.9,50,161.011486
2.0,31,161.025522
6.4,66,161.056361
6.6,68,161.087885
3.9,50,161.110362
4.9,60,161.139395
2.0,31,161.154202
13.5,128,161.213753
3.9,50,161.239042
3.9,50,161.261535
2.0,31,161.276606
8.4,86,161.315998
2.0,31,161.330717
2.0,31,161.345631
8.4,86,161.385338
2.0,31,161.400182
3.9,50,161.423935
2.0,31,161.437824
2.0,31,161.454291
4.5,56,161.479268
3.9,50,161.502264
6.0,62,161.530291
2.0,31,161.545032
2.0,31,161.559824
4.1,52,161.58448
3.9,50,161.606954
3.9,50,161.631918
6.2,64,161.662759
3.9,50,161.685671
2.0,31,161.700313
4.8,59,161.728117
3.9,50,161.752186
3.9,50,161.776106
2.2,33,161.791377
2.0,31,161.806139
3.9,50,161.828381
2.0,31,161.842954
6.4,66,161.873785
3.9,50,161.897124
3.9,50,161.919969
4.8,59,161.947026
4.6,57,161.972635
3.9,50,161.996148
4.7,58,162.022544
8.4,86,162.064762
8.4,86,162.106237
4.5,56,162.133125
4.6,57,162.161732
8.4,86,162.203742
3.9,50,162.22929
6.2,64,162.260276
4.7,58,162.288305
4.8,59,162.317667
3.9,50,162.340564
3.9,50,162.364602
6.6,68,162.39697
2.0,31,162.412006
8.4,86,162.451354
3.9,50,162.474671
2.0,31,162.488234
6.4,66,162.525993
11.0,103,162.57622
3.9,50,162.600559
2.0,31,162.614997
4.0,51,162.638186
5.0,61,162.665725
6.1,63,162.696007
3.9,50,162.719382
4.2,53,162.743053
3.9,50,162.766384
8.4,86,162.803804
3.9,50,162.826365
4.6,57,162.852976
6.1,63,162.879324
4.0,51,162.903078
6.2,64,162.931548
3.9,50,162.954247
8.4,86,162.994734
4.8,59,163.020793
4.1,52,163.044676
4.4,55,163.070055
4.2,53,163.092397
4.5,56,163.1186
6.8,70,163.151041
3.9,50,163.173892
8.4,86,163.213483
3.9,50,163.235844
8.4,86,163.277127
6.6,68,163.307693
3.9,50,163.330662
3.9,50,163.353973
8.4,86,163.392831
8.4,86,163.432743
6.2,64,163.461941
6.3,65,163.490894
3.9,50,163.513637
6.0,62,163.541427
4.5,56,163.566971
4.9,60,163.593749
12.9,122,163.650411
8.4,86,163.688974
6.3,65,163.718254
4.7,58,163.745187
12.9,122,163.802507
8.4,86,163.841937
11.3,106,163.888844
8.4,86,163.927722
10.6,99,163.973824
13.0,123,164.029259
12.9,122,164.088262
12.9,122,164.143898
11.3,106,164.187621
17.9,163,164.265908
9.4,96,164.310786
4.6,57,164.337847
6.5,67,164.370288
10.6,99,164.416879
22.4,199,164.508168
8.4,86,164.548566
8.4,86,164.587702
8.4,86,164.627208
6.5,67,164.656878
8.4,86,164.69674
8.4,86,164.73524
6.7,69,164.767491
6.2,64,164.796658
6.3,65,164.825711
4.7,58,164.851782
6.4,66,164.882015
12.9,122,164.936653
8.4,86,164.976013
6.4,66,165.005299
4.5,56,165.030524
8.4,86,165.070146
2.7,50,165.092355
6.2,64,165.121218
8.6,88,165.164404
8.4,86,165.204182
8.4,86,165.243116
8.4,86,165.282618
8.4,86,165.318539
8.4,86,165.358232
6.1,63,165.386958
4.9,60,165.41402
4.3,54,165.439379
4.9,60,165.46599
3.9,50,165.488694
8.4,86,165.527159
9.4,96,165.570403
4.2,53,165.59307
15.0,134,165.654643
6.7,69,165.685942
5.0,61,165.709359
4.1,52,165.732771
8.4,86,165.769151
4.5,56,165.790249
8.4,86,165.822333
4.8,59,165.848982
4.9,60,165.874896
3.9,50,165.897893
5.0,61,165.925679
6.1,63,165.954615
6.2,64,165.983574
4.6,57,166.009445
4.5,56,166.035686
6.2,64,166.067575
6.6,68,166.098866
6.4,66,166.128587
3.9,50,166.15177
8.4,86,166.191105
3.9,50,166.21465
4.7,58,166.240343
6.6,68,166.271513
4.8,59,166.29834
9.0,92,166.342561
6.6,68,166.37365
4.2,53,166.397379
4.5,56,166.422333
3.9,50,166.4454
4.5,56,166.471532
4.1,52,166.495174
4.7,58,166.52187
3.9,50,166.545986
13.9,132,166.607343
3.9,50,166.629833
6.6,68,166.66146
6.6,68,166.692776
4.5,56,166.71843
6.2,64,166.747739
3.9,50,166.771158
4.0,51,166.794806
6.4,66,166.824517
4.7,58,166.851496
12.9,122,166.904471
3.9,50,166.925843
8.9,91,166.962058
4.6,57,166.987285
6.2,64,167.014803
4.4,55,167.038565
6.6,68,167.069131
5.0,61,167.097099
13.8,131,167.153337
3.9,50,167.176388
4.8,59,167.203821
3.9,50,167.225801
6.2,64,167.256336
6.0,62,167.285036
3.9,50,167.308086
3.9,50,167.332154
9.0,92,167.374712
3.9,50,167.394468
6.0,62,167.423614
3.9,50,167.445994
3.9,50,167.469095
4.4,55,167.493503
13.7,130,167.552117
9.2,94,167.593542
4.7,58,167.620462
11.0,103,167.668002
8.4,86,167.706976
3.9,50,167.729958
6.3,65,167.757737
3.9,50,167.780449
3.9,50,167.803956
9.3,95,167.847108
12.9,122,167.902274
4.3,54,167.927512
4.4,55,167.951721
4.5,56,167.977273
3.9,50,168.000376
8.4,86,168.038856
3.9,50,168.062167
8.4,86,168.100937
3.9,50,168.124028
9.3,95,168.167424
4.3,54,168.19102
4.7,58,168.217989
6.1,63,168.246158
8.4,86,168.286337
4.3,54,168.311754
3.9,50,168.334985
3.9,50,168.357519
2.0,31,168.3722
10.9,102,168.420407
4.9,60,168.448097
4.3,54,168.473173
2.0,31,168.485808
5.0,61,168.512505
6.0,62,168.538854
8.5,87,168.571809
8.5,87,168.604098
4.8,59,168.630036
3.9,50,168.652178
2.0,31,168.666397
8.4,86,168.706317
6.2,64,168.735467
6.4,66,168.760344
6.2,64,168.789249
4.4,55,168.811891
13.8,131,168.867458
2.0,31,168.880339
9.2,94,168.919951
2.0,31,168.933789
3.9,50,168.955916
6.8,70,168.988747
6.8,70,169.019812
2.0,31,169.034807
2.0,31,169.048085
2.0,31,169.060348
8.4,86,169.095492
3.9,50,169.117615
3.9,50,169.140599
6.8,70,169.171705
3.9,50,169.193226
8.4,86,169.23073
8.4,86,169.270652
4.9,60,169.297647
13.8,131,169.35746
11.1,104,169.404262
9.4,96,169.447723
8.4,86,169.486656
6.1,63,169.515647
13.9,132,169.571657
3.9,50,169.593658
3.9,50,169.617152
4.2,53,169.639036
3.9,50,169.66217
3.9,50,169.684355
4.9,60,169.710303
13.5,128,169.766859
3.9,50,169.790739
8.4,86,169.826138
3.9,50,169.845617
2.0,31,169.856846
4.2,53,169.877208
3.9,50,169.896426
4.3,54,169.920004
3.9,50,169.939286
9.1,93,169.981329
6.5,67,170.010578
3.9,50,170.030588
6.7,69,170.062294
2.0,31,170.076653
2.0,31,170.089837
4.1,52,170.113667
3.9,50,170.136809
4.0,51,170.160232
3.9,50,170.182839
2.0,31,170.197475
4.1,52,170.218153
6.1,63,170.243779
6.3,65,170.273093
4.3,54,170.297144
3.9,50,170.319827
3.9,50,170.338196
8.4,86,170.37611
2.0,31,170.390411
3.9,50,170.412275
8.4,86,170.45199
3.9,50,170.473537
4.4,55,170.500564
3.9,50,170.518723
3.9,50,170.542186
12.9,122,170.602329
3.9,50,170.626855
3.9,50,170.649046
8.4,86,170.688449
3.9,50,170.709815
3.9,50,170.728992
4.7,58,170.754625
8.4,86,170.789407
17.9,163,170.862251
3.9,50,170.880449
8.4,86,170.91579
6.8,70,170.948105
3.9,50,170.967095
13.7,130,171.014949
6.4,66,171.041081
6.5,67,171.065242
12.9,122,171.110955
8.4,86,171.147531
18.9,173,171.21505
5.0,61,171.239789
8.4,86,171.278621
3.9,50,171.302209
3.9,50,171.324479
12.9,122,171.381236
3.9,50,171.40195
6.0,62,171.425803
3.9,50,171.447172
20.6,181,171.523235
12.9,122,171.572749
18.4,168,171.641062
8.4,86,171.673863
4.9,60,171.700971
8.4,86,171.739181
4.7,58,171.766549
3.9,50,171.788686
6.0,62,171.817736
3.9,50,171.839972
6.8,70,171.872345
3.9,50,171.894434
17.9,163,171.968134
12.9,122,172.023087
4.8,59,172.055657
9.2,94,172.10038
6.2,64,172.129231
12.9,122,172.178481
10.9,102,172.220043
6.8,70,172.251723
22.4,199,172.34028
17.9,163,172.415146
4.8,59,172.441409
3.9,50,172.464573
6.6,68,172.495109
3.9,50,172.516977
8.4,86,172.556221
3.9,50,172.578077
12.9,122,172.631157
3.9,50,172.650916
8.4,86,172.692025
8.4,86,172.730342
3.9,50,172.753704
12.9,122,172.806874
6.3,65,172.83743
4.4,55,172.858947
3.9,50,172.882739
3.9,50,172.905212
8.4,86,172.944991
3.9,50,172.967139
3.9,50,172.990618
6.2,64,173.02015
8.4,86,173.058936
3.9,50,173.082196
6.7,69,173.114062
8.7,89,173.154728
12.9,122,173.210063
29.7,254,173.312709
10.6,99,173.357473
8.4,86,173.395909
5.0,61,173.418764
6.6,68,173.44901
4.3,54,173.472769
3.9,50,173.496044
8.4,86,173.534665
12.9,122,173.590223
11.3,106,173.634067
9.5,97,173.677758
8.4,86,173.714416
3.9,50,173.738159
3.9,50,173.762022
8.4,86,173.801091
6.0,62,173.828741
6.7,69,173.855332
12.9,122,173.909757
-2.7,50,173.93117
12.9,122,173.984591
3.9,50,174.003097
19.0,174,174.082438
12.9,122,174.127822
4.5,56,174.149105
15.6,140,174.212128
6.8,70,174.244318
4.1,52,174.268079
4.3,54,174.292269
-8.1,50,174.315569
4.3,54,174.339913
4.8,59,174.366808
23.3,208,174.460532
4.2,53,174.483904
8.4,86,174.523048
26.9,235,174.769475
8.4,86,174.813651
8.4,86,174.859075
4.2,53,174.890754
11.3,106,174.946528
3.9,50,174.97019
-3.3,50,174.992494
4.7,58,175.019042
6.3,65,175.05087
3.9,50,175.070068
4.8,59,175.092865
12.9,122,175.148962
4.7,58,175.175015
8.4,86,175.214994
8.4,86,175.253467
8.4,86,175.293143
18.1,165,175.363149
6.8,70,175.395783
3.9,50,175.418009
8.4,86,175.45761
5.0,61,175.484884
8.4,86,175.519879
3.9,50,175.54343
12.9,122,175.5977
8.4,86,175.635901
12.9,122,175.689989
8.4,86,175.730473
3.9,50,175.752587
8.4,86,175.791524
4.3,54,175.81509
3.9,50,175.838412
8.6,88,175.878582
10.6,99,175.923526
6.0,62,175.951677
3.9,50,175.974741
6.1,63,176.002464
-8.7,50,176.025465
8.4,86,176.063828
3.9,50,176.086869
-1.5,50,176.108927
3.9,50,176.132118
8.4,86,176.170476
-0.9,50,176.1907
3.9,50,176.212784
3.9,50,176.235527
3.9,50,176.257252
6.5,67,176.287109
-5.7,50,176.309697
8.4,86,176.347527
4.8,59,176.374348
6.3,65,176.403629
28.0,246,176.515876
8.4,86,176.555584
3.9,50,176.578574
3.9,50,176.600548
2.0,31,176.614896
12.9,122,176.663098
4.4,55,176.684008
3.9,50,176.70678
12.9,122,176.760918
8.4,86,176.800643
8.4,86,176.83675
8.4,86,176.876537
8.4,86,176.915223
8.4,86,176.954587
3.9,50,176.973359
6.5,67,177.003076
10.9,102,177.045788
2.0,31,177.060284
4.3,54,177.085193
-0.9,50,177.107203
3.9,50,177.130434
8.4,86,177.168568
12.9,122,177.225947
8.4,86,177.264664
12.9,122,177.322606
3.9,50,177.344885
3.9,50,177.368419
3.9,50,177.390642
8.4,86,177.43028
22.4,199,177.51805
3.9,50,177.540958
6.7,69,177.571432
4.3,54,177.59541
17.9,163,177.667792
12.9,122,177.720516
3.9,50,177.742526
2.1,50,177.764213
6.8,70,177.792256
3.9,50,177.814988
3.9,50,177.838095
9.1,93,177.880026
3.9,50,177.902737
18.0,164,177.971698
3.9,50,177.994293
10.8,101,178.039968
3.9,50,178.061933
12.9,122,178.118319
12.9,122,178.171427
6.3,65,178.201254
9.1,93,178.242635
11.0,103,178.289245
3.9,50,178.311855
26.9,235,178.40079
4.6,57,178.421667
6.7,69,178.447313
-1.5,50,178.467043
3.9,50,178.489179
8.6,88,178.529422
17.9,163,178.605068
6.5,67,178.632744
3.9,50,178.653142
11.0,103,178.700658
4.0,51,178.724449
4.3,54,178.748469
-2.1,50,178.771877
15.4,138,178.834445
8.4,86,178.872736
8.4,86,178.906039
3.9,50,178.92911
3.9,50,178.948461
3.9,50,178.971173
6.0,62,178.997692
0.9,50,179.01873
3.9,50,179.037961
8.4,86,179.077315
4.8,59,179.103414
11.2,105,179.149319
3.9,50,179.167823
8.4,86,179.200999
3.9,50,179.223005
11.0,103,179.269665
6.4,66,179.300181
4.9,60,179.324444
3.9,50,179.346446
3.9,50,179.369296
-5.7,50,179.389591
3.9,50,179.412545
3.9,50,179.434868
3.9,50,179.459095
3.9,50,179.480803
8.5,87,179.520017
10.7,100,179.564985
3.9,50,179.58691
3.9,50,179.60981
3.9,50,179.631621
-5.7,50,179.654498
2.0,31,179.668484
3.9,50,179.690858
6.8,70,179.722975
3.9,50,179.744937
2.0,31,179.759406
8.6,88,179.799249
8.4,86,179.837252
3.9,50,179.860338
3.9,50,179.882451
4.1,52,179.90652
3.9,50,179.929375
-8.7,50,179.950995
4.6,57,179.977511
3.9,50,179.999584
3.9,50,180.022735
9.1,93,180.063971
3.9,50,180.086052
3.9,50,180.109166
12.9,122,180.164334
3.9,50,180.18728
3.9,50,180.209572
12.9,122,180.271852
13.2,125,180.331671
3.9,50,180.355935
8.4,86,180.397543
4.8,59,180.425499
4.9,60,180.454305
10.6,99,180.500863
3.9,50,180.523143
3.9,50,180.547044
15.6,140,180.610097
-3.3,50,180.632342
2.0,31,180.645813
17.9,163,180.717961
9.3,95,180.760563
3.9,50,180.782592
3.9,50,180.804786
6.6,68,180.835913
6.6,68,180.866816
6.8,70,180.899281
-2.1,50,180.920987
11.0,103,180.962067
13.1,124,181.00982
2.0,31,181.021612
2.0,31,181.033292
2.0,31,181.045884
6.3,65,181.070589
8.4,86,181.101333
12.9,122,181.147002
8.5,87,181.180104
3.9,50,181.202527
3.9,50,181.220613
3.9,50,181.24161
9.0,92,181.275579
3.9,50,181.297315
15.4,138,181.360454
3.9,50,181.382623
8.4,86,181.419641
-0.9,50,181.441649
2.0,31,181.456003
3.9,50,181.477814
8.9,91,181.517248
3.9,50,181.539367
4.8,59,181.566324
3.9,50,181.587987
4.2,53,181.611706
4.4,55,181.636875
3.9,50,181.659809
8.4,86,181.699138
3.9,50,181.72171
3.9,50,181.743849
3.9,50,181.766943
3.9,50,181.788983
19.0,174,181.867955
8.4,86,181.905882
9.0,92,181.947652
3.9,50,181.970746
3.9,50,181.992818
22.4,199,182.083565
3.9,50,182.106154
6.3,65,182.137472
4.1,52,182.161413
8.6,88,182.201122
0.9,50,182.222703
3.9,50,182.245521
3.9,50,182.26737
6.2,64,182.296099
2.7,50,182.318885
6.6,68,182.34934
6.6,68,182.380016
0.3,50,182.402321
9.0,92,182.4435
8.4,86,182.482905
6.8,70,182.513869
8.8,90,182.555166
22.7,202,182.647186
6.7,69,182.678337
3.9,50,182.701549
3.9,50,182.724021
3.9,50,182.747398
6.7,69,182.778248
3.9,50,182.801009
8.4,86,182.834061
19.0,174,182.91379
4.5,56,182.939144
6.8,70,182.970296
3.9,50,182.993533
3.9,50,183.016359
17.9,163,183.087969
8.4,86,183.125532
3.9,50,183.148843
3.9,50,183.17034
-0.9,50,183.193429
22.4,199,183.280317
3.9,50,183.302406
22.4,199,183.387058
6.4,66,183.415847
12.9,122,183.471289
22.4,199,183.559211
12.9,122,183.611275
9.3,95,183.654401
4.1,52,183.677666
12.9,122,183.729178
3.9,50,183.752105
3.9,50,183.773787
4.9,60,183.800827
3.9,50,183.823905
26.9,235,183.92964
8.4,86,183.961174
3.9,50,183.980279
8.4,86,184.01597
8.6,88,184.053275
6.7,69,184.083751
8.4,86,184.123152
8.4,86,184.161985
12.9,122,184.217204
6.5,67,184.247448
8.4,86,184.285005
8.4,86,184.317588
26.9,235,184.419235
8.4,86,184.458445
3.9,50,184.48065
8.4,86,184.520607
8.4,86,184.559047
15.0,134,184.610598
6.3,65,184.639529
4.4,55,184.662759
8.4,86,184.697
3.9,50,184.720313
8.4,86,184.756119
8.4,86,184.795633
6.6,68,184.826103
8.4,86,184.86448
6.5,67,184.894568
8.4,86,184.934139
3.9,50,184.955692
6.8,70,184.987786
6.2,64,185.0164
8.4,86,185.051713
8.6,88,185.089731
3.9,50,185.112498
3.9,50,185.134539
3.9,50,185.158107
8.4,86,185.196033
3.9,50,185.219595
3.9,50,185.241251
4.6,57,185.266894
3.9,50,185.289898
3.9,50,185.312051
4.8,59,185.338603
4.8,59,185.365604
6.2,64,185.394502
8.4,86,185.432751
2.2,33,185.448631
2.0,31,185.462029
12.9,122,185.514968
6.0,62,185.537009
13.4,127,185.58628
9.0,92,185.625626
-5.7,50,185.649475
12.9,122,185.703369
6.2,64,185.731433
15.2,136,185.78156
3.9,50,185.802681
8.4,86,185.840953
6.7,69,185.872136
8.4,86,185.911844
3.9,50,185.933686
6.0,62,185.959185
8.4,86,185.996214
5.0,61,186.024556
3.9,50,186.046683
3.9,50,186.071546
3.9,50,186.09296
6.8,70,186.124945
3.9,50,186.145059
8.4,86,186.183383
3.9,50,186.205343
3.9,50,186.228522
3.9,50,186.250518
3.9,50,186.273379
8.5,87,186.311151
8.4,86,186.350345
8.4,86,186.388776
3.9,50,186.408585
3.9,50,186.429329
6.2,64,186.45809
3.9,50,186.481107
3.9,50,186.502904
3.9,50,186.523725
-2.1,50,186.541996
2.0,31,186.55372
2.0,31,186.5677
4.6,57,186.593002
3.9,50,186.616545
3.9,50,186.638544
8.4,86,186.677539
3.9,50,186.699574
8.4,86,186.739542
3.9,50,186.761718
3.9,50,186.784918
8.4,86,186.820404
3.9,50,186.843634
8.4,86,186.88212
6.2,64,186.910801
4.7,58,186.937662
3.9,50,186.960757
8.4,86,186.993022
3.9,50,187.010871
9.3,95,187.051924
17.9,163,187.125925
3.9,50,187.145719
12.9,122,187.201808
8.4,86,187.239884
3.9,50,187.260392
3.9,50,187.282591
6.3,65,187.311462
8.4,86,187.350952
6.8,70,187.380475
3.9,50,187.404093
2.0,31,187.417885
9.3,95,187.457506
3.9,50,187.478561
3.9,50,187.499956
6.6,68,187.530023
3.9,50,187.552848
8.4,86,187.584828
3.9,50,187.607945
3.9,50,187.630042
8.4,86,187.669096
3.9,50,187.69106
3.9,50,187.714559
3.9,50,187.737019
2.0,31,187.751182
6.3,65,187.778739
3.9,50,187.797421
3.9,50,187.815696
4.9,60,187.837497
6.4,66,187.861986
8.8,90,187.897623
6.1,63,187.921157
3.9,50,187.939857
6.6,68,187.96468
9.1,93,187.998847
9.5,97,188.034492
3.9,50,188.058166
3.9,50,188.080227
6.2,64,188.108945
9.4,96,188.152191
6.1,63,188.18117
8.4,86,188.220848
3.9,50,188.243916
3.9,50,188.267447
3.9,50,188.291844
3.9,50,188.315273
9.3,95,188.361768
13.7,130,188.425717
3.9,50,188.44882
15.0,134,188.503976
3.9,50,188.522655
3.9,50,188.541649
3.9,50,188.561262
3.9,50,188.582451
6.6,68,188.613236
3.9,50,188.635517
6.6,68,188.666317
3.9,50,188.690181
3.9,50,188.712383
3.9,50,188.735779
3.9,50,188.757624
3.9,50,188.780701
3.9,50,188.802417
3.9,50,188.825367
3.9,50,188.847588
3.9,50,188.87068
3.9,50,188.892721
6.7,69,188.923569
3.9,50,188.946489
3.9,50,188.968587
3.9,50,188.99158
3.9,50,189.013765
3.9,50,189.036901
3.9,50,189.059209
3.9,50,189.079344
3.9,50,189.098641
3.9,50,189.121888
3.9,50,189.14356
3.9,50,189.166719
3.9,50,189.186801
4.2,53,189.209836
3.9,50,189.231644
3.9,50,189.254035
3.9,50,189.275667
3.9,50,189.298748
3.9,50,189.321092
3.9,50,189.344287
3.9,50,189.367303
3.9,50,189.390884
3.9,50,189.412489
3.9,50,189.432095
3.9,50,189.450226
3.9,50,189.469148
3.9,50,189.48727
3.9,50,189.508819
6.0,62,189.533061
3.9,50,189.556171
3.9,50,189.578542
3.9,50,189.601404
3.9,50,189.623415
3.9,50,189.757208
3.9,50,189.78149
3.9,50,189.804569
3.9,50,189.826277
3.9,50,189.848538
3.9,50,189.870713
3.9,50,189.892339
3.9,50,189.915004
3.9,50,189.9386
3.9,50,189.960609
4.7,58,189.983373
3.9,50,190.002449
3.9,50,190.023771
3.9,50,190.046079
3.9,50,190.069097
3.9,50,190.091396
8.4,86,190.131817
3.9,50,190.154422
3.9,50,190.178087
3.9,50,190.200458
3.9,50,190.223763
3.9,50,190.245688
4.6,57,190.271386
3.9,50,190.294364
3.9,50,190.316498
3.9,50,190.339567
3.9,50,190.361953
3.9,50,190.38495
3.9,50,190.407265
3.9,50,190.430242
3.9,50,190.452026
3.9,50,190.475227
3.9,50,190.496855
3.9,50,190.519656
3.9,50,190.541671
3.9,50,190.568605
3.9,50,190.594555
4.4,55,190.619248
3.9,50,190.639624
3.9,50,190.661301
3.9,50,190.684336
3.9,50,190.706372
3.9,50,190.729318
3.9,50,190.751413
3.9,50,190.774432
3.9,50,190.797707
3.9,50,190.81894
4.4,55,190.838456
4.5,56,190.861241
