²¨³¤(nm),30min
563.383464,18.703169
563.642032,18.744375
563.900577,18.785109
564.159101,18.844207
564.417604,18.89426
564.676084,18.941778
564.934543,18.994689
565.192981,19.050672
565.451396,19.09933
565.70979,19.146428
565.968162,19.196084
566.226512,19.244986
566.48484,19.292783
566.743147,19.341267
567.001432,19.387162
567.259695,19.429363
567.517936,19.476785
567.776155,19.52591
568.034353,19.580017
568.292528,19.642046
568.550682,19.690209
568.808814,19.725236
569.066923,19.762375
569.325011,19.812835
569.583077,19.853186
569.841121,19.888978
570.099143,19.925669
570.357143,19.969764
570.615121,20.01201
570.873077,20.052826
571.131011,20.092683
571.388923,20.134772
571.646813,20.181298
571.90468,20.230198
572.162526,20.269631
572.420349,20.30797
572.678151,20.345549
572.93593,20.380527
573.193687,20.42108
573.451422,20.465598
573.709135,20.503103
573.966825,20.545622
574.224494,20.595487
574.48214,20.640898
574.739764,20.683121
574.997365,20.728178
575.254945,20.782246
575.512502,20.824941
575.770037,20.868787
576.027549,20.919378
576.28504,20.956138
576.542508,20.996293
576.799953,21.036992
577.057376,21.086682
577.314777,21.133659
577.572156,21.174819
577.829512,21.219366
578.086846,21.267408
578.344157,21.322889
578.601446,21.376795
578.858712,21.432415
579.115956,21.482527
579.373177,21.527907
579.630376,21.575209
579.887552,21.619204
580.144706,21.665712
580.401838,21.709563
580.658946,21.743146
580.916033,21.778056
581.173096,21.821219
581.430137,21.868881
581.687156,21.918304
581.944152,21.974633
582.201125,22.03354
582.458075,22.085259
582.715003,22.130679
582.971908,22.178398
583.228791,22.220534
583.485651,22.267655
583.742488,22.312391
583.999302,22.3357
584.256094,22.367497
584.512863,22.408842
584.769609,22.458826
585.026332,22.49368
585.283032,22.541203
585.53971,22.594462
585.796365,22.663488
586.052997,22.721037
586.309606,22.775516
586.566192,22.811775
586.822756,22.855914
587.079296,22.902331
587.335814,22.944571
587.592309,22.980798
587.84878,23.018896
588.105229,23.065331
588.361655,23.115507
588.618058,23.169879
588.874438,23.22855
589.130794,23.281665
